WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha)
134.79,337.95,2507.23
136.35,364.67,2674.51
132.72,373.59,2814.87
132.49,389.16,2937.28
137.33,379.04,2760.07
160.75,486.98,3029.42
163.86,431.72,2634.69
165.89,480.96,2899.27
166.7,498.52,2990.52
151.91,453.42,2984.79
160.46,492.38,3068.55
167.06,513.56,3074.11
167.92,544.64,3243.45
165.52,579.9,3503.5
162.34,603.26,3716.03
166.53,590.69,3547.05
165.45,392.11,2369.96
167.62,498.34,2973.03
166.97,606.94,3635
168.35,677.09,4022
53.9,45.3,840.45
58.2,37.7,647.77
65.9,103.8,1575.11
66.8,74.5,1115.27
74.1,95.4,1287.45
80.7,84.9,1052.04
82.7,127.2,1538.09
80.6,104.6,1297.77
75,109.4,1458.67
79.9,122.7,1535.67
84.7,137.8,1626.92
102.7,172.6,1680.62
106,185.9,1753.77
110.7,191,1725.38
112.7,223.9,1986.69
116.7,220.4,1888.6
112.3,236.4,2105.08
124.9,252.9,2024.82
124.4,287,2307.07
122.3,286.1,2339.33
113.3,241,2127.1
114.9,273.6,2381.2
117.4,342.4,2916.52
122.7,250.4,2040.75
115.01,285.26,2480.31
113.18,335.78,2966.78
122.13,298.54,2444.44
126.12,341.07,2704.33
118.44,350.53,2959.56
117.32,310.64,2647.8
116.34,352.13,3026.73
107.46,259.19,2411.97
110.81,323.83,2922.39
112.4,353.04,3140.93
108.38,343.96,3173.65
113.77,340.48,2992.7
114.47,342.3,2990.3
113.38,334.93,2954.05
117.83,381.91,3241.2
120.12,366.49,3051.03
112.32,321.4,2861.47
122.97,433.55,3525.66
127.91,445.01,3479.09
125.24,445.65,3558.37
126.02,473.69,3758.85
122.41,470.58,3844.29
120.68,442.08,3663.24
122.47,447.64,3655.1
122.88,351.46,2860.19
122.98,461.5,3752.64
123.55,495.82,4012.96
127.2,519.73,4085.96
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
54.6,47.7,873.63
61.7,62.7,1016.21
65.4,77.6,1186.54
63.8,79.5,1246.08
70.9,74.3,1047.95
61.1,37.9,620.29
67.8,57.4,846.61
68.9,73.5,1066.76
60.2,45.8,760.8
64.8,64.8,1000
69.5,74,1064.75
59.32,61.13,1030.51
63.35,62.22,982.16
60.18,59.5,988.7
59.76,68.79,1151.1
62.62,66.22,1057.49
57.55,67.03,1164.73
53.73,57.81,1075.94
56.02,59.7,1065.69
58.03,54.46,938.48
59.58,72.75,1221.05
55.56,61.51,1107.09
54.74,51.21,935.51
59.5,60.88,1023.19
67.27,70.95,1054.7
60.24,44.83,744.19
59.6,77.36,1297.99
63.86,45.07,705.76
57.62,47.86,830.61
62.37,51.23,821.39
63.9,63.94,1000.63
54.83,70.26,1281.42
51.28,57.98,1130.66
52.78,73.45,1391.63
49.45,70.39,1423.46
50.86,54.95,1080.42
49.79,33.45,671.82
47.15,51.28,1087.56
45.16,61.66,1365.53
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
43.2,42.4,981.48
41.3,53.8,1302.66
43.6,52.1,1194.95
50.8,67.8,1334.65
39.5,45,1139.24
57.1,57.4,1005.25
44.6,53.4,1197.31
50.2,67.3,1340.64
44,55.1,1252.27
48.9,65,1329.24
51.7,60.8,1176.02
40.24,52.55,1305.91
37.13,53.62,1444.12
40.42,61.53,1522.27
35.5,53.02,1493.52
47.83,73.43,1535.23
32.11,49.83,1551.85
38.2,55.82,1461.26
44.04,65.72,1492.28
31.16,38.02,1220.15
40.79,58.72,1439.57
39.85,55.08,1382.18
40.17,57.63,1434.65
37.81,51.43,1360.22
35.68,45.73,1281.67
43.36,58.36,1345.94
44.4,73.11,1646.62
41.54,50.58,1217.62
31.14,40.94,1314.71
33.55,35.18,1048.58
35.93,46.94,1306.43
33.98,45.59,1341.67
32.97,43.76,1327.27
30.64,45.72,1492.17
29.54,46.47,1573.12
29.03,42.55,1465.73
29.68,32.96,1110.51
29,47.42,1635.1
27.44,50.85,1852.93
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
23.7,18.2,767.93
22.7,21.6,951.54
24.3,29.5,1213.99
27.6,23.9,865.94
24.1,25.5,1058.09
22.5,19.4,862.22
21.6,24.2,1120.37
22.9,26.5,1157.21
18.3,17.9,978.14
18.2,18.9,1038.46
24,28.3,1179.17
23.18,26.08,1125.11
19.35,27.5,1421.19
21.84,25.49,1167.12
22.16,32.87,1483.3
22.08,31.21,1413.5
21.22,29.71,1400.09
20.41,23.73,1162.67
21.85,28.97,1325.86
24.89,28.77,1155.89
25.08,32.78,1307.02
25.62,30.32,1183.45
23.54,31.27,1328.38
24.33,32.16,1321.82
31.21,39.95,1280.04
25.92,26.29,1014.27
20.35,27.05,1329.24
24.02,22.07,918.82
25.54,33.08,1295.22
29.76,31.17,1047.38
26.38,34.65,1313.5
25.85,38.29,1481.24
23.11,34.15,1477.72
24.76,36.85,1488.29
24.29,36.26,1492.8
23.44,27.35,1166.81
23.74,26.47,1115
24.01,31.66,1318.59
24.31,33.63,1383.14
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
18.1,15.7,867.4
16,16.9,1056.25
15.3,18.4,1202.61
15.4,14.5,941.56
14,14.6,1042.86
14.2,11.8,830.99
16.9,20.7,1224.85
13.3,18.7,1406.02
15.4,16.7,1084.42
14.7,19.1,1299.32
14.5,21.4,1475.86
13.37,21.2,1585.64
14.18,22.95,1618.48
12.42,16.48,1326.89
14.45,19.01,1315.57
15.44,21.14,1369.17
13.09,24.02,1834.99
13.74,21.61,1572.78
14.33,20.8,1451.5
15.21,16.27,1069.69
11.81,17.43,1475.87
12.78,16.5,1291.08
13.57,21.01,1548.27
12.49,19.53,1563.65
14.59,22.98,1575.05
15.64,18.39,1175.83
12.67,19.47,1536.7
14.34,16.12,1124.13
11.92,20.53,1722.32
13.05,13.55,1038.31
13.58,19.01,1399.85
12.13,20.49,1689.2
11.5,18.91,1644.35
10.58,18.39,1738.19
10.02,17.87,1783.43
9.96,13.64,1369.48
11.58,18.81,1624.35
11.12,18.91,1699.63
10.67,17.71,1660.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
40.9,29.8,728.61
39,43.3,1110.26
45.2,46.7,1033.19
38.4,35.7,929.69
39.5,38.9,984.81
38.9,25.6,658.1
36.9,44.6,1208.67
37.1,41.8,1126.68
39.9,36.1,904.76
40.8,44.3,1085.78
35.7,43.8,1226.89
39.88,54.72,1372.12
37.53,55.4,1476.15
36.17,54.84,1516.17
37.44,42.86,1144.77
36.81,48.71,1323.28
35.8,51.25,1431.56
33.74,44.64,1323.06
34.44,48.91,1420.15
33.83,30.76,909.25
30.4,37.38,1229.61
31.95,30.37,950.55
27.14,32.63,1202.28
26.96,35.7,1324.18
30.85,41,1329.01
25.08,33.9,1351.67
30.39,49.38,1624.88
33.49,34.95,1043.6
28.36,34.28,1208.74
34.78,27.84,800.46
28.12,28.15,1001.07
23.82,36.93,1550.38
24.14,33.56,1390.22
24.81,37.15,1497.38
22.38,32.75,1463.36
23.74,25.99,1094.78
23.84,29.14,1222.32
22.71,32.23,1419.45
20.69,32.75,1583
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
44,33.1,752.27
41.4,38.9,939.61
43.5,50.9,1170.11
45.9,45.9,1000
41.4,39.2,946.86
45,31.8,706.67
50.8,50.8,1000
48.5,54.9,1131.96
41.3,34.7,840.19
47.5,52.4,1103.16
42.7,47.3,1107.73
40.17,51.35,1278.32
38.64,49.26,1274.84
38.29,43.95,1147.82
39.7,38.17,961.46
41.75,45.95,1100.6
39.68,50.45,1271.42
38.74,36.48,941.66
36.8,47.82,1299.46
42.36,42.95,1013.93
36.55,42.75,1169.63
33.37,29.11,872.34
35.13,35.33,1005.69
34.68,41.32,1191.46
40.33,49.32,1222.91
36.64,34.09,930.4
41.6,46.66,1121.63
37.79,14.25,377.08
31.07,29.2,939.81
28.28,20.18,713.58
31.5,28.82,914.92
28.24,32.89,1164.66
25.29,32.35,1279.16
22.73,31.02,1364.72
22.43,30.68,1367.81
20.85,25.15,1206.23
16.78,18.48,1101.31
18.19,22.38,1230.43
13.44,21.2,1576.88
21.2,15.2,716.98
21.4,23.1,1079.44
22.7,24.4,1074.89
22.3,15.5,695.07
23.3,26.3,1128.76
23.6,23.4,991.53
23.2,29,1250
23.2,12.9,556.03
24,28.8,1200
23.8,25.5,1071.43
24.9,22.5,903.61
26.1,30.5,1168.58
25.8,37.9,1468.99
26.5,27.1,1022.64
27.3,38.3,1402.93
26.5,36.5,1377.36
27,29.1,1077.78
29.6,36.2,1222.97
28.3,31,1095.41
27.8,42.7,1535.97
27.4,56.9,2076.64
28.2,37.2,1319.15
26.3,40.2,1528.52
30.3,46.5,1534.65
27.84,39.78,1428.88
30.13,52.09,1728.84
26.94,47.33,1756.87
27.47,41.74,1519.48
26.42,41.57,1573.43
25.04,44.45,1775.16
24.87,41.31,1661.04
22.63,37.12,1640.3
23.24,33.2,1428.57
24.19,49.46,2044.65
24.14,31.07,1287.08
24.9,43.07,1729.72
23.3,41.45,1778.97
24.1,41.76,1732.78
25.34,40.2,1586.42
24.9,48.99,1967.47
25.31,38.39,1516.79
21.72,48.29,2223.3
20.31,39.26,1933.04
21.01,44.46,2116.14
20.96,48.7,2323.47
21.25,51.86,2440.47
19.93,45.29,2272.45
19.06,47.19,2475.87
18.82,29.42,1563.23
17.83,33.56,1882.22
17.47,42.47,2430.99
16.85,39.43,2340.32
0.01,0,0
0.01,0,0
0.01,0,0
0.08,0.04,500
0.18,0.09,500
0.14,0.15,1071.43
0.3,0.17,566.67
0.18,0.21,1166.67
0.14,0.18,1285.71
0.2,0.3,1500
0.15,0.17,1133.33
0.23,0.27,1173.91
0.21,0.21,1000
0.26,0.29,1115.38
0.35,0.41,1171.43
0.15,0.17,1133.33
0.23,0.26,1130.43
0.19,0.24,1263.16
0.08,0.08,1000
0.07,0.07,1000
0.24,0.24,1000
0.32,0.35,1093.75
0.19,0.2,1052.63
0.05,0.04,800
0.14,0.17,1214.29
0.13,0.18,1384.62
0.16,0.17,1062.5
0.18,0.23,1277.78
0.05,0.07,1400
0.06,0.06,1000
0.04,0.06,1500
0.04,0.05,1250
0.06,0.06,1000
0.05,0.06,1200
0.06,0.07,1166.67
0.13,0.15,1153.85
0.07,0.08,1142.86
0.06,0.06,1000
0.16,0.11,687.5
0.09,0.09,1000
0.19,0.22,1157.89
0.37,0.46,1243.24
0.13,0.14,1076.92
0.2,0.22,1100
0.14,0.17,1214.29
0.08,0.1,1250
0.08,0.09,1125
0.08,0.09,1125
0.08,0.09,1125
0.07,0.08,1142.86
0.06,0.08,1333.33
0.05,0.08,1388.89
0.15,0.08,533.33
0.1,0.05,500
0.26,0.14,538.46
0.28,0.15,535.71
1.82,0.97,532.97
6,7.23,1205
8.6,17.83,2073.26
3.44,5.64,1639.53
7.5,8.73,1164
8.2,9.7,1182.93
9.2,11.64,1265.22
10.1,12.66,1253.47
10.7,10.54,985.05
12.06,15.83,1312.6
16.5,19.86,1203.64
20.5,24.61,1200.49
19.81,24.1,1216.56
21.02,25.04,1191.25
22.07,26.77,1212.96
15.9,18.02,1133.33
16.85,19.45,1154.3
16.57,13.23,798.43
13.29,15.56,1170.81
7.88,6.55,831.22
8.18,8.37,1023.23
7.58,9.45,1246.7
6.19,6.08,982.23
8.57,12.58,1467.91
10.65,15.53,1458.22
10.42,11.33,1087.33
7.01,8.45,1205.42
7,7.49,1070
7.67,7.45,971.32
7.93,11.07,1395.96
6.59,9.2,1396.05
8.15,10.55,1294.48
9.37,11.61,1239.06
9.96,9.64,967.87
9.58,8.33,869.52
8.9,9.1,1022.47
11.01,8.77,796.55
9.93,11.98,1206.45
6.56,7.56,1152.44
10.44,11.22,1074.71
6.33,8.37,1322.27
5.12,5.49,1072.27
3.62,3.72,1027.62
3.01,3.65,1212.62
2.26,3.01,1331.86
2.11,2.64,1251.18
1.28,1.61,1261.14
1.19,1.24,1043.7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0.14,1076.92
1.11,2.85,2567.57
1.17,1.35,1153.85
1.3,1.05,807.69
3.3,3.9,1181.82
2.8,3.33,1189.29
2.91,3.58,1230.24
3.12,3.26,1044.87
5.37,6.39,1189.94
6.41,7.65,1193.45
7.6,9.18,1207.89
7.9,8.9,1126.58
6.85,10.12,1477.37
6.76,4.87,720.41
2.26,1.22,539.82
2.3,2.31,1004.35
3.14,3.13,996.82
3.9,4.92,1261.54
2.15,2.12,986.05
1.83,1.87,1021.86
1.11,1.47,1324.32
1.15,1.2,1043.48
1.22,1.39,1139.34
1.69,2.77,1639.05
1.69,2.81,1662.72
1.08,1.23,1138.89
1.52,1.86,1223.68
2.27,1.83,806.17
2.16,2.88,1333.33
1.13,1.17,1035.4
1.84,2.6,1413.04
1.06,1.33,1254.72
0.56,0.55,982.14
0.5,0.37,740
0.17,0.18,1058.82
0.37,0.39,1054.05
0.44,0.55,1250
0.21,0.22,1047.62
0.31,0.34,1096.77
0.17,0.22,1294.12
0.06,0.07,1166.67
0.05,0.06,1200
0.04,0.05,1250
0.05,0.06,1200
0.01,0.01,1000
0.01,0.01,1333.33
0.01,0.02,1428.57
3.03,1.67,551.16
3.94,2.16,548.22
3.98,2.09,525.13
4.21,2.13,505.94
9.77,4.89,500.51
13,15.68,1206.15
32.4,49.31,1521.91
20.6,20.51,995.63
15.68,19.44,1239.8
12,14.5,1208.33
15,18.01,1200.67
16.62,17.47,1051.14
16.92,16.23,959.22
18.53,17.29,933.08
19.63,21.3,1085.07
20,22.69,1134.5
23.01,27.48,1194.26
21.59,32.19,1490.97
44.67,48.76,1091.56
32.77,35.96,1097.35
33.91,38.03,1121.5
27.84,31.76,1140.8
29.11,32.27,1108.55
27.51,27.37,994.91
25.09,37.91,1510.96
24.17,40.99,1695.9
30,28.12,937.33
27.82,37.82,1359.45
27.68,37.27,1346.46
28.32,35.03,1236.93
29.97,48.15,1606.61
29.94,41.51,1386.44
28.5,28.71,1007.37
24.43,35.35,1446.99
23.68,33.27,1404.98
25.16,30.74,1221.78
23.39,29.38,1256.09
22.23,28.23,1269.91
19.38,22.03,1136.74
18.92,20.84,1101.7
18.3,23.62,1290.99
18.55,26.34,1419.79
17.77,22.72,1278.5
19,23.32,1227.26
15.84,20.75,1310.05
13.96,19.28,1381.18
12.17,18.34,1507.64
11.1,14.75,1328.65
7.72,10.11,1308.99
6.6,9.09,1376.44
5.39,7.38,1369.05
5.73,8.32,1451.32
1.97,1.66,842.64
2.06,1.73,839.81
1.96,1.65,841.84
3.4,2.72,800
4.83,3.87,801.24
14.5,17.55,1210.34
38.5,38.92,1010.91
13.5,11.34,840
14.46,19.82,1370.68
16.5,19.6,1187.88
15.92,16.75,1052.14
17.38,19.99,1150.17
18.11,16.91,933.74
23.7,26.67,1125.32
25.13,28.37,1128.93
25.56,25.29,989.44
26.44,32.83,1241.68
24.6,29.56,1201.63
48.01,44.57,928.35
23.79,25.06,1053.38
26.64,23.28,873.87
19.52,21.53,1102.97
23.13,25.43,1099.44
23.22,21.65,932.39
23.24,29.23,1257.75
16.09,22.03,1369.17
16.86,16.16,958.48
19.01,23.65,1244.08
20.95,28.55,1362.77
23.18,25.2,1087.14
23.05,31.98,1387.42
23.12,29.65,1282.44
24.05,25.58,1063.62
20.96,24.96,1190.84
20.91,24.41,1167.38
20.43,23.3,1140.48
19.44,19.43,999.49
20.01,19.53,976.01
18.5,22.63,1223.24
11.27,12.52,1110.91
16.08,20.25,1259.33
13.9,18.49,1330.22
13.48,12.85,953.26
12.96,12.83,989.97
10.37,15,1446.48
9.91,10.85,1094.85
9.15,11.92,1302.73
9.03,12.36,1368.77
7.7,9.07,1177.92
7.25,7.35,1013.79
6.48,8.95,1381.62
5.9,8.78,1488.31
0.02,0.01,500
0.02,0.01,500
0.02,0.01,500
0.03,0.02,666.67
0.03,0.02,666.67
0.2,0.2,1000
1.6,2.29,1431.25
1.13,1.31,1159.29
1.75,2.21,1262.86
2.7,3.3,1222.22
2.37,2.62,1105.49
2.35,2.71,1153.19
2.39,2.43,1016.74
1.62,1.82,1123.46
1.63,1.89,1159.51
1.59,1.8,1132.08
1.7,1.95,1147.06
1.72,2.22,1290.7
1.94,1.82,938.14
1.42,0.88,619.72
2.04,2.94,1441.18
1.77,1.46,824.86
1.33,1.53,1150.38
1.36,1.28,941.18
1.45,1.8,1241.38
1.7,2.59,1523.53
1.83,3.8,2076.5
1.85,3.14,1697.3
1.85,2.68,1448.65
1.86,2.71,1456.99
1.81,2.64,1458.56
1.8,2.71,1505.56
1.85,2.67,1443.24
1.38,2.06,1492.75
1.36,2.15,1580.88
1.35,2.08,1540.74
1.36,1.89,1389.71
1.28,1.71,1335.94
1.42,2.07,1457.75
1.13,1.45,1283.19
1.33,1.69,1270.68
1.25,1.74,1392
1.23,1.66,1349.59
1.25,1.94,1552
1.2,1.51,1258.33
1.23,1.81,1471.54
1.17,1.51,1290.6
1.17,1.51,1290.6
1.18,1.43,1211.86
1.16,1.36,1172.41
1.16,1.79,1550.09
1.17,1.62,1385.67
0.04,0.02,500
0.06,0.03,500
0.14,0.07,500
0.16,0.23,1437.5
0.73,0.35,479.45
0.8,0.84,1050
2.92,4.8,1643.84
1,1.16,1160
1.43,1.9,1328.67
1.7,2.2,1294.12
1.9,2.24,1178.95
2.2,2.7,1227.27
2.25,2.42,1075.56
2.42,2.78,1148.76
3.7,4.37,1181.08
2.1,2.54,1209.52
2.73,3.38,1238.1
2.87,3.93,1369.34
3.26,4.47,1371.17
1.93,2.26,1170.98
2.14,2.85,1331.78
3.46,4.41,1274.57
4.72,6.41,1358.05
3.5,4.44,1268.57
2.03,1.98,975.37
1.47,1.46,993.2
0.66,0.67,1015.15
1.94,2.23,1149.48
0.95,1.29,1357.89
1.42,1.09,767.61
5.14,6.3,1225.68
4.38,5.21,1189.5
4.67,2.99,640.26
3.91,3.83,979.54
2.1,1.72,819.05
1.98,2,1010.1
2.15,2.29,1065.12
3.25,3.19,981.54
1.63,1.35,828.22
0.42,0.26,619.05
1,0.52,520
1.44,1,694.44
0.98,0.64,653.06
0.93,0.71,763.44
0.56,0.57,1017.86
0.48,0.28,583.33
0.41,0.54,1317.07
0.15,0.07,466.67
0.11,0.06,545.45
0.04,0.02,500
0.04,0.03,750
0.01,0.01,1200
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0.01,500
0.06,0.06,1000
0.03,0.04,1333.33
0.04,0.05,1250
0.03,0.04,1333.33
0,0,0
0.02,0.02,1000
0.02,0.02,1000
0.02,0.02,1000
0.02,0.02,1000
0.01,0.01,1000
0.01,0.01,1000
0.02,0.02,1000
0.04,0.05,1250
0.04,0.04,1000
0.04,0.04,1000
0.04,0.04,1000
0.03,0.04,1333.33
0.03,0.04,1333.33
0.05,0.05,1000
0.05,0.07,1400
0.06,0.09,1500
0.06,0.06,1000
0.05,0.07,1400
0.07,0.09,1285.71
0.07,0.07,1000
0.07,0.09,1285.71
0.06,0.07,1166.67
0.05,0.05,1000
0.06,0.07,1166.67
0.06,0.07,1166.67
0.06,0.07,1166.67
0.06,0.01,166.67
0.06,0.06,1000
0.06,0.06,1000
0.05,0.05,1000
0.05,0.05,1000
0.04,0.05,1250
0.05,0.05,1000
0.04,0.05,1250
0.04,0.05,1250
0.03,0.03,1000
0,0,0
0,0,0
0.01,0.01,1000
0,0,0
0,0,0
0,0,0
0.05,0.03,600
0.19,0.11,578.95
0.13,0.07,538.46
0.25,0.14,560
1.54,0.84,545.45
4,4.82,1205
10,12.76,1276
5.5,5.5,1000
9.7,11.77,1213.4
9.5,10.8,1136.84
10.92,9.36,857.14
10.47,11.38,1086.91
10.62,13.63,1283.43
7.41,8.78,1184.89
12.15,15.01,1235.39
18,21.05,1169.44
19.72,17.17,870.69
17.07,20.3,1189.22
18.78,19.48,1037.27
13.02,14.65,1125.19
26.83,25.4,946.7
18.72,20.88,1115.38
21.85,25.48,1166.13
21.29,17.71,831.85
18.56,18.07,973.6
20.25,27.63,1364.44
19.21,19.11,994.79
14.93,17.77,1190.22
15.08,13.09,868.04
16.14,13.69,848.2
15.4,12.75,827.92
13.76,17.95,1304.51
14.69,15.98,1087.81
12.2,13.97,1145.08
10.34,10.33,999.03
9.7,10.16,1047.42
9.79,9.35,955.06
9.73,8.05,827.34
10.16,8.41,827.76
5.63,5.7,1012.43
8.55,8.57,1002.34
7.6,7.32,963.16
3.44,3.33,968.02
12.86,12.58,978.23
8.48,7.99,942.22
8.48,9.73,1147.41
6.64,7.44,1120.48
6.27,7.49,1194.58
4.1,4.5,1097.56
3.33,3.45,1036.04
2.71,3.16,1165.25
3.38,4.13,1221.07
0.03,0.02,666.67
0.07,0.04,571.43
0.07,0.04,571.43
0.3,0.18,600
1.17,0.68,581.2
0.75,0.9,1200
4.6,5.78,1256.52
1.24,1.43,1153.23
3.35,4.57,1364.18
2.7,3.5,1296.3
2.77,3.09,1115.52
3.56,4.62,1297.75
3.85,4.53,1176.62
5.36,6.87,1281.72
6.17,7.34,1189.63
4,5.03,1257.5
3.79,4.83,1274.41
3.29,4.26,1294.83
4.06,3.92,965.52
1.71,2.36,1380.12
9.08,11.25,1238.99
6.9,8.99,1302.9
8.82,10.51,1191.61
6.12,6.33,1034.31
3.41,5.33,1563.05
3.92,5.29,1349.49
2.77,3.35,1209.39
2.18,1.91,876.15
1.95,2.31,1184.62
2.7,3.08,1140.74
4.33,5.47,1263.28
3.11,3.56,1144.69
5.8,5.22,900
3.26,3.34,1024.54
3.09,3.33,1077.67
3.45,3.67,1063.77
2.41,2.54,1053.94
2.84,3.55,1250
2.55,2.73,1070.59
2.65,2.68,1011.32
2,2.56,1280
2.06,2.01,975.73
1.42,0.96,676.06
1.39,1.15,827.34
1.24,0.91,733.87
0.46,0.55,1195.65
0.47,0.32,680.85
0.21,0.2,952.38
0.15,0.09,600
0.15,0.12,800
0.14,0.18,1333.33
0.14,0.19,1392.59
14.69,7.16,487.41
20.24,14.6,721.34
-1,-1,-1
-1,-1,-1
19.07,10.92,572.63
17.98,16.46,915.46
18.85,17.42,924.14
18,13.19,732.78
20.1,24.4,1213.93
20.21,30.03,1485.9
22.9,10.8,471.62
19.5,22,1128.21
21.7,25.5,1175.12
-1,-1,-1
24.1,30.8,1278.01
25.15,35.1,1395.63
26.51,34.36,1296.11
26.18,19.79,755.92
26.56,8.29,312.12
25.8,25.3,980.62
26.05,5.93,227.64
26.2,15.2,580.15
26.46,36.3,1371.88
26.7,43.2,1617.98
26.77,43.29,1617.11
26.4,41.79,1582.95
27.47,35.27,1283.95
26.05,17.35,666.03
27.32,31.49,1152.64
27.15,34.62,1275.14
26.58,43.29,1628.67
27.25,63.33,2324.04
26.74,32.35,1209.8
26.97,46.88,1738.23
27.59,47.9,1736.14
27.28,50.16,1838.71
26.67,34.04,1276.34
28.14,33.81,1201.49
28.11,67.32,2394.88
26.26,13.98,532.37
26.85,52.63,1960.15
27.26,42.25,1549.89
26.52,17.5,659.88
25.32,14.96,590.84
25.07,26.3,1049.06
24.94,38.19,1531.27
25.3,30.3,1197.63
24.31,15.68,645
24.05,29.67,1233.68
23.8,36.85,1548.32
23.55,15.29,649.27
23.8,37.85,1590.31
15.3,8.97,586.27
13.91,8.7,625.45
-1,-1,-1
-1,-1,-1
14.96,10.31,689.17
15.67,13.45,858.33
15.99,14.58,911.82
16.26,13.33,819.8
16.3,11.8,723.93
16,14.47,904.38
16.9,12.7,751.48
16.1,17,1055.9
17,24.7,1452.94
-1,-1,-1
17.8,14.6,820.22
16.77,16.57,988.07
18.33,26.12,1424.99
18.91,14.22,751.98
18.73,16.58,885.21
18.7,23.8,1272.73
18.69,21.37,1143.39
17.93,18.03,1005.58
19.17,27.96,1458.53
19.1,25,1308.9
19.26,28.35,1471.96
19.91,27.04,1358.11
19.23,26.39,1372.33
20.43,26.13,1279
19.46,26.44,1358.68
20.29,38.62,1903.4
14.61,23.11,1581.79
20.29,29.04,1431.25
19.77,20.45,1034.4
20.9,32.14,1537.8
20.01,14.09,704.15
22.13,37.74,1705.38
19.63,22.91,1167.09
20.76,21.98,1058.77
20.2,31.05,1537.13
16.98,15.82,931.68
20.72,31.08,1500
21.09,20.01,948.79
20.67,27.9,1349.78
19.87,24.37,1226.47
19.67,42.85,2178.44
19.57,29.39,1501.79
19.85,49.36,2486.65
23.08,15.61,676.34
21.88,48.35,2209.78
18.68,50.28,2691.65
18.48,24.91,1347.96
18.68,50.28,2691.78
108.02,58.87,544.99
136.2,108.83,799.05
-1,-1,-1
-1,-1,-1
125.87,104.75,832.21
139.1,179.36,1289.43
129.71,135.98,1048.34
123.21,125.67,1019.97
127.7,145.7,1140.96
134,143.56,1071.34
145.6,121.2,832.42
129.4,108.3,836.94
131,159.1,1214.5
-1,-1,-1
140.8,160.6,1140.63
145.97,158.74,1087.48
159.81,170.74,1068.39
158.2,113.87,719.79
167.52,115.57,689.89
158.7,206.9,1303.72
160.28,205.19,1280.2
163.74,128.29,783.5
157.08,226.6,1442.58
152,221,1453.95
158.82,246.72,1553.46
158.61,262.91,1657.59
160.14,200.42,1251.53
157.92,172.06,1089.54
158.25,246.75,1559.24
145.13,191.86,1321.99
160.93,241.21,1498.85
160.03,260.95,1630.63
166.28,225.6,1356.75
161.19,249.57,1548.3
157.18,135.19,860.1
161.27,260.18,1613.32
162.96,231.61,1421.27
158.21,234.33,1481.13
161.52,305.18,1889.43
159.02,157.18,988.43
157.12,263.12,1674.64
162.01,217.25,1340.97
160.39,176.58,1100.94
156.75,145.16,926.06
155.18,255.22,1644.67
154.39,215.68,1396.98
156.61,293.98,1877.15
190.35,150.33,789.76
148.91,284.12,1908
147.35,264.18,1792.87
145.77,148.35,1017.64
147.34,264.38,1794.31
1.4,1.66,1185.71
1.38,1.57,1137.68
-1,-1,-1
-1,-1,-1
1.53,1.76,1150.33
1.5,1.39,926.67
1.61,1.67,1037.27
1.91,2.02,1057.59
1.7,2.1,1235.29
1.6,2.46,1537.5
1.4,1.1,785.71
1.5,1.5,1000
1.5,1.7,1133.33
-1,-1,-1
1.5,2.1,1400
1.45,1.48,1020.69
1.21,1.2,991.74
1.17,0.97,829.06
1.08,1.11,1027.78
1.3,0.6,461.54
1.11,1.07,963.96
0.99,0.55,555.56
0.86,0.57,662.79
0.8,0.1,125
0.8,0.92,1150
0.66,0.76,1151.52
0.65,0.89,1369.23
0.68,0.76,1117.65
0.6,0.59,983.33
0.5,0.82,1640
0.5,0.76,1520
0.53,0.95,1792.45
0.47,1,2127.66
0.37,0.6,1621.62
0.48,0.66,1375
0.4,0.7,1750
0.35,0.59,1685.71
0.35,0.63,1800
0.36,0.63,1750
0.32,0.53,1656.25
0.34,0.51,1500
0.21,0.21,1000
0.23,0.3,1304.35
0.2,0.18,900
0.2,0.32,1600
0.2,0.2,1000
0.2,0.36,1800
0.19,0.19,1000
0.19,0.36,1894.74
0.19,0.19,1000
0.18,0.19,1005.43
0.19,0.19,994.62
14.03,9.58,682.82
12.79,8.87,693.51
-1,-1,-1
-1,-1,-1
16.12,11.29,700.37
16.81,26.22,1559.79
17.18,18.69,1087.89
16.47,15.22,924.1
16.8,18.7,1113.1
